"Project ID","Compliance Program ID (ARB or Ecology)","Project Developer","Project Name","Project Type","Project Methodology/Protocol","Initial Crediting Period Start Date","Current Crediting Period Start Date","Current Crediting Period End Date","Voluntary Status","Compliance Program Status (ARB or Ecology)","Project Status Date","Project Site Location","Project Site State","Project Site Country","Sustainable Development Goal(s)","Current VVB","ACR Project Validation","Total Number of Credits Registered ","Documents","Project Website",
"ACR844","N/A","Tradewater, LLC","Tradewater - Thailand 3","Ozone Depleting Substances","Destruction of Ozone Depleting Substances (ODS) from International Sources","04/27/2023","04/27/2023","04/26/2033","Completed","Not ARB or Ecology Eligible","09/25/2023","965 Moo 2 Soi 3B Bangpoo Industrial Estate, Sukhumvit Rd Bangpoo Mai, Muang Samutprakarn","Samut Prakan","TH","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land","GHD Limited","GHD Limited","192051","View","https://wms-thailand.com/",
"ACR903","N/A","Tradewater, LLC","Tradewater - Thailand 4","Ozone Depleting Substances","Destruction of Ozone Depleting Substances (ODS) from International Sources","06/13/2023","06/13/2023","06/12/2033","Completed","Not ARB or Ecology Eligible","12/28/2023","WMS","Samut Prakan","TH","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land","GHD Limited","GHD Limited","189561","View","",
"ACR924","N/A","Tradewater, LLC","Tradewater - Thailand 5","Ozone Depleting Substances","Destruction of Ozone Depleting Substances (ODS) from International Sources","08/08/2023","08/08/2023","08/07/2033","Completed","Not ARB or Ecology Eligible","12/28/2023","WMS","Samut Prakan","TH","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land","GHD Limited","GHD Limited","191104","View","",
"ACR937","N/A","Tradewater, LLC","Tradewater - Thailand 6","Ozone Depleting Substances","Destruction of Ozone Depleting Substances (ODS) from International Sources","10/04/2023","10/04/2023","10/03/2033","Completed","Not ARB or Ecology Eligible","02/22/2024","WMS","Samut Prakan","TH","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land","TÜV SÜD America, Inc.","TÜV SÜD America, Inc.","157691","View","",
"ACR1108","N/A","Tradewater, LLC","Tradewater - Thailand 7","Ozone Depleting Substances","Destruction of Ozone Depleting Substances (ODS) from International Sources","12/14/2024","12/14/2024","12/13/2034","Completed","Not ARB or Ecology Eligible","06/30/2025","WMS","	Samut Prakan","TH","03: Good Health and Well-Being;06: Clean Water and Sanitation;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land","SCS Global Services (Scientific Certification Systems)","SCS Global Services (Scientific Certification Systems)","183975","View","",
"ACR597","N/A","Tradewater, LLC","Tradewater Halon","Ozone Depleting Substances","Destruction of Ozone Depleting Substances (ODS) and High-Global Warming Potential (GWP) Foam","02/04/2021","02/04/2021","02/05/2021","Completed","Not ARB or Ecology Eligible","05/17/2023","East Liverpool","OHIO","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land","TÜV SÜD America, Inc.","TÜV SÜD America, Inc.","5704","View","",
"ACR564","N/A","Tradewater, LLC","Tradewater HFC Reclamation","Industrial Process Emissions","Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants","12/26/2019","12/26/2019","12/25/2034","Completed","Not ARB or Ecology Eligible","08/04/2022","Chicago","ILLINOIS","US","03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc.","TÜV SÜD America, Inc.","10352","View","Tradewater.us",
"ACR814","N/A","Tradewater, LLC","Tradewater International - Thailand 1.0","Ozone Depleting Substances","Destruction of Ozone Depleting Substances (ODS) from International Sources","12/17/2022","12/17/2022","12/16/2032","Completed","Not ARB or Ecology Eligible","03/17/2023","965 Moo 2 Soi 3B Bangpoo Industrial Estate, Sukhumvit Rd Bangpoo Mai","Samut Prakan","TH","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land","GHD Limited","GHD Limited","192244","View","",
"ACR799","N/A","Tradewater International SRL","Tradewater International Honduras 1.0","Ozone Depleting Substances","Destruction of Ozone Depleting Substances (ODS) from International Sources","09/27/2022","09/27/2022","09/26/2032","Completed","Not ARB or Ecology Eligible","06/30/2023","Tredi Séché Group","Saint-Vulbas, L'Ain","FR","03: Good Health and Well-Being;06: Clean Water and Sanitation;08: Decent Work and Economic Growth;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land","TÜV SÜD America, Inc.","TÜV SÜD America, Inc.","61861","View","",
"ACR350","CAOD5350","Tradewater, LLC","Tradewater ODS 1","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","08/10/2016","08/10/2016","08/09/2026","N/A","ARB Completed","01/27/2020","El Dorado, AR","ARKANSAS","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc.","N/A","116741","View","",
"ACR401","CAOD5401","Tradewater, LLC","Tradewater ODS 10","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","12/31/2017","12/31/2017","12/30/2027","N/A","ARB Completed","01/27/2020","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","137262","View","",
"ACR404","CAOD5404","Tradewater, LLC","Tradewater ODS 11","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","02/21/2018","02/21/2018","02/20/2028","N/A","ARB Completed","01/27/2020","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","118326","View","",
"ACR419","CAOD5419","Tradewater, LLC","Tradewater ODS 12","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","04/30/2018","04/30/2018","04/29/2028","N/A","ARB Completed","01/27/2020","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","132126","View","",
"ACR426","CAOD5426","Tradewater, LLC","Tradewater ODS 13","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","07/13/2018","07/13/2018","07/12/2028","N/A","ARB Completed","01/27/2020","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc.","N/A","140145","View","",
"ACR429","CAOD5429","Tradewater, LLC","Tradewater ODS 14","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","09/04/2018","09/04/2018","09/03/2028","N/A","ARB Completed","01/27/2020","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc.","N/A","141087","View","",
"ACR431","CAOD5431","Tradewater, LLC","Tradewater ODS 15","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","10/04/2018","10/04/2018","10/03/2028","N/A","ARB Completed","01/27/2020","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc.","N/A","52322","View","",
"ACR433","CAOD5433","Tradewater, LLC","Tradewater ODS 16","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","10/16/2018","10/16/2018","10/15/2028","N/A","ARB Completed","01/27/2020","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","148592","View","",
"ACR435","CAOD5435","Tradewater, LLC","Tradewater ODS 17","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","11/03/2018","11/03/2018","11/02/2028","N/A","ARB Completed","01/27/2020","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","105029","View","",
"ACR436","CAOD5436","Tradewater, LLC","Tradewater ODS 18","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","11/22/2018","11/22/2018","11/21/2028","N/A","ARB Completed","01/27/2020","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","96146","View","",
"ACR461","CAOD5461","Tradewater, LLC","Tradewater ODS 19","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","01/28/2019","01/28/2019","01/27/2029","N/A","ARB Completed","01/27/2020","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","85284","View","",
"ACR468","CAOD5468","Tradewater, LLC","Tradewater ODS 20","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","02/25/2019","02/25/2019","02/24/2029","N/A","ARB Completed","01/27/2020","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","83032","View","",
"ACR471","CAOD5471","Tradewater, LLC","Tradewater ODS 21","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","03/17/2019","03/17/2019","03/16/2029","N/A","ARB Completed","01/27/2020","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","35887","View","",
"ACR472","CAOD5472","Tradewater, LLC","Tradewater ODS 22","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","04/01/2019","04/01/2019","03/31/2029","N/A","ARB Completed","01/04/2024","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc.","N/A","83594","View","",
"ACR482","CAOD5482","Tradewater, LLC","Tradewater ODS 23","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","05/09/2019","05/09/2019","05/08/2029","N/A","ARB Completed","01/04/2024","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc.","N/A","101230","View","",
"ACR488","CAOD5488","Tradewater, LLC","Tradewater ODS 24","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","06/03/2019","06/03/2019","06/02/2029","N/A","ARB Completed","01/04/2024","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc.","N/A","83226","View","",
"ACR492","CAOD5492","Tradewater, LLC","Tradewater ODS 25","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","07/01/2019","07/01/2019","06/30/2029","N/A","ARB Completed","01/04/2024","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","84831","View","",
"ACR495","CAOD5495","Tradewater, LLC","Tradewater ODS 26","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","07/27/2019","07/27/2019","07/26/2029","N/A","ARB Completed","01/04/2024","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","84842","View","",
"ACR500","CAOD5500","Tradewater, LLC","Tradewater ODS 27","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","08/26/2019","08/26/2019","08/25/2029","N/A","ARB Completed","01/04/2024","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","106355","View","",
"ACR517","CAOD5517","Tradewater, LLC","Tradewater ODS 28","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","10/21/2019","10/21/2019","10/20/2029","N/A","ARB Completed","01/04/2024","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","129697","View","",
"ACR520","CAOD5520","Tradewater, LLC","Tradewater ODS 29","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","11/24/2019","11/24/2019","11/23/2029","N/A","ARB Completed","01/04/2024","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","79438","View","",
"ACR359","CAOD5359","Tradewater, LLC","Tradewater ODS 3","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","11/15/2016","11/15/2016","11/14/2026","N/A","ARB Completed","01/27/2020","El Dorado","ARKANSAS","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc.","N/A","97813","View","",
"ACR532","CAOD5532","Tradewater, LLC","Tradewater ODS 30","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","12/17/2019","12/17/2019","12/16/2029","N/A","ARB Completed","01/05/2024","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","108679","View","",
